trip_id,origin,destination,route,distance_km,popularity_tier,bus_type,capacity,base_price_inr,departure_date,departure_weekday,booking_open_date,booking_window_days,is_holiday_period,weekday_multiplier,price_ratio,final_seats_booked,final_occupancy_pct
2816,Bangalore,Goa,Bangalore -> Goa,560,3,AC Sleeper,29,1160.0,2026-01-25,Sunday,2026-01-08,17,True,1.1,0.901,23,79.31
2817,Kolkata,Digha,Kolkata -> Digha,185,3,AC Sleeper,29,430.0,2026-02-21,Saturday,2026-02-02,19,False,1.25,1.011,14,48.28
2818,Chennai,Madurai,Chennai -> Madurai,460,2,Non-AC Seater,49,480.0,2025-11-06,Thursday,2025-10-22,15,False,0.95,0.994,24,48.98
2819,Bangalore,Mysore,Bangalore -> Mysore,145,1,Volvo AC Semi-Sleeper,41,290.0,2025-08-20,Wednesday,2025-07-19,32,False,0.82,0.976,26,63.41
2820,Mumbai,Pune,Mumbai -> Pune,150,1,AC Seater,44,230.0,2025-08-31,Sunday,2025-07-19,43,False,1.1,0.902,42,95.45
2821,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,Non-AC Seater,56,580.0,2026-05-01,Friday,2026-04-09,22,False,1.15,1.052,37,66.07
2822,Bangalore,Chennai,Bangalore -> Chennai,350,1,AC Sleeper,29,780.0,2025-09-20,Saturday,2025-08-11,40,False,1.25,0.969,29,100.0
2823,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,Volvo AC Semi-Sleeper,40,490.0,2025-09-28,Sunday,2025-08-15,44,False,1.1,0.956,33,82.5
2824,Pune,Kolhapur,Pune -> Kolhapur,230,2,AC Sleeper,28,550.0,2025-12-22,Monday,2025-11-27,25,False,0.85,1.04,16,57.14
2825,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,AC Seater,43,660.0,2026-05-16,Saturday,2026-04-14,32,False,1.25,1.064,35,81.4
2826,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,AC Sleeper,28,1020.0,2025-09-21,Sunday,2025-08-20,32,False,1.1,1.109,16,57.14
2827,Delhi,Dehradun,Delhi -> Dehradun,250,2,Non-AC Sleeper,30,390.0,2025-08-04,Monday,2025-07-11,24,False,0.85,1.076,15,50.0
2828,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,Volvo AC Semi-Sleeper,42,590.0,2026-06-17,Wednesday,2026-05-09,39,False,0.82,1.047,23,54.76
2829,Bangalore,Mysore,Bangalore -> Mysore,145,1,AC Sleeper,30,310.0,2026-06-03,Wednesday,2026-05-09,25,False,0.82,0.93,25,83.33
2830,Pune,Kolhapur,Pune -> Kolhapur,230,2,Non-AC Sleeper,34,330.0,2026-02-23,Monday,2026-01-21,33,False,0.85,0.99,22,64.71
2831,Mumbai,Pune,Mumbai -> Pune,150,1,AC Sleeper,28,370.0,2026-01-30,Friday,2025-12-31,30,False,1.15,1.072,28,100.0
2832,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,Volvo AC Semi-Sleeper,42,1060.0,2026-02-10,Tuesday,2026-01-07,34,False,0.8,0.907,17,40.48
2833,Kolkata,Digha,Kolkata -> Digha,185,3,Volvo AC Semi-Sleeper,39,360.0,2025-10-24,Friday,2025-09-26,28,False,1.15,0.949,22,56.41
2834,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,AC Seater,43,950.0,2025-11-26,Wednesday,2025-11-09,17,False,0.82,0.98,21,48.84
2835,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,Volvo AC Semi-Sleeper,40,830.0,2025-10-08,Wednesday,2025-09-07,31,False,0.82,1.012,15,37.5
2836,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,AC Sleeper,28,1170.0,2025-09-21,Sunday,2025-08-07,45,False,1.1,0.892,20,71.43
2837,Delhi,Dehradun,Delhi -> Dehradun,250,2,AC Sleeper,32,620.0,2025-08-12,Tuesday,2025-07-15,28,False,0.8,1.078,16,50.0
2838,Chennai,Madurai,Chennai -> Madurai,460,2,AC Sleeper,28,1110.0,2025-12-13,Saturday,2025-11-14,29,False,1.25,1.049,17,60.71
2839,Mumbai,Nashik,Mumbai -> Nashik,170,2,AC Seater,41,270.0,2026-05-20,Wednesday,2026-05-02,18,False,0.82,0.934,21,51.22
2840,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,Non-AC Seater,50,640.0,2025-12-05,Friday,2025-10-30,36,False,1.15,1.069,34,68.0
2841,Delhi,Jaipur,Delhi -> Jaipur,280,1,Volvo AC Semi-Sleeper,42,610.0,2025-10-16,Thursday,2025-09-23,23,False,0.95,1.063,29,69.05
2842,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Non-AC Sleeper,32,750.0,2026-04-07,Tuesday,2026-02-26,40,False,0.8,0.907,17,53.12
2843,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,AC Seater,40,430.0,2026-02-27,Friday,2026-01-13,45,False,1.15,1.012,27,67.5
2844,Mumbai,Pune,Mumbai -> Pune,150,1,Non-AC Sleeper,36,230.0,2026-05-03,Sunday,2026-04-04,29,False,1.1,1.057,30,83.33
2845,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,AC Sleeper,32,1390.0,2026-01-06,Tuesday,2025-12-17,20,False,0.8,1.06,18,56.25
2846,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,Non-AC Seater,52,250.0,2025-10-20,Monday,2025-09-22,28,True,0.85,0.952,44,84.62
2847,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,Non-AC Sleeper,33,640.0,2025-09-17,Wednesday,2025-08-15,33,False,0.82,1.103,12,36.36
2848,Mumbai,Pune,Mumbai -> Pune,150,1,Non-AC Sleeper,30,210.0,2026-03-07,Saturday,2026-02-02,33,False,1.25,0.966,30,100.0
2849,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,Non-AC Seater,49,450.0,2026-01-25,Sunday,2025-12-21,35,True,1.1,1.071,39,79.59
2850,Mumbai,Goa,Mumbai -> Goa,590,2,Volvo AC Semi-Sleeper,42,1160.0,2026-03-09,Monday,2026-02-03,34,False,0.85,0.959,24,57.14
2851,Kolkata,Digha,Kolkata -> Digha,185,3,Non-AC Seater,52,210.0,2026-03-25,Wednesday,2026-03-09,16,False,0.82,1.081,12,23.08
2852,Mumbai,Goa,Mumbai -> Goa,590,2,AC Sleeper,28,1280.0,2026-03-18,Wednesday,2026-03-04,14,False,0.82,0.943,15,53.57
2853,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,Volvo AC Semi-Sleeper,39,770.0,2026-02-16,Monday,2026-01-09,38,False,0.85,1.029,19,48.72
2854,Kolkata,Digha,Kolkata -> Digha,185,3,AC Sleeper,33,460.0,2026-03-02,Monday,2026-02-06,24,True,0.85,1.081,19,57.58
2855,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,AC Seater,42,450.0,2025-11-06,Thursday,2025-10-03,34,False,0.95,0.963,26,61.9
2856,Bangalore,Goa,Bangalore -> Goa,560,3,Non-AC Sleeper,30,790.0,2026-06-17,Wednesday,2026-05-20,28,False,0.82,0.973,13,43.33
2857,Mumbai,Pune,Mumbai -> Pune,150,1,AC Seater,44,250.0,2025-09-25,Thursday,2025-08-31,25,False,0.95,0.98,33,75.0
2858,Chennai,Madurai,Chennai -> Madurai,460,2,Non-AC Seater,54,510.0,2026-02-05,Thursday,2026-01-16,20,False,0.95,1.056,25,46.3
2859,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,Non-AC Seater,54,470.0,2025-11-10,Monday,2025-10-16,25,False,0.85,0.895,30,55.56
2860,Bangalore,Goa,Bangalore -> Goa,560,3,AC Seater,45,880.0,2026-01-30,Friday,2026-01-06,24,False,1.15,0.924,20,44.44
2861,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,AC Sleeper,28,1010.0,2026-01-17,Saturday,2026-01-01,16,False,1.25,0.878,19,67.86
2862,Pune,Nashik,Pune -> Nashik,210,3,AC Seater,45,320.0,2026-06-27,Saturday,2026-05-24,34,False,1.25,0.896,33,73.33
2863,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,AC Sleeper,31,670.0,2025-10-28,Tuesday,2025-09-23,35,False,0.8,1.059,17,54.84
2864,Pune,Nashik,Pune -> Nashik,210,3,Volvo AC Semi-Sleeper,39,410.0,2025-08-22,Friday,2025-07-08,45,False,1.15,0.952,20,51.28
2865,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,AC Seater,40,1070.0,2025-09-13,Saturday,2025-08-25,19,False,1.25,1.104,31,77.5
2866,Pune,Nashik,Pune -> Nashik,210,3,Volvo AC Semi-Sleeper,42,450.0,2026-01-25,Sunday,2025-12-24,32,True,1.1,1.045,34,80.95
2867,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,AC Sleeper,34,1180.0,2026-03-30,Monday,2026-02-23,35,False,0.85,0.9,24,70.59
2868,Kochi,Bangalore,Kochi -> Bangalore,550,3,Non-AC Sleeper,36,860.0,2026-06-09,Tuesday,2026-05-07,33,False,0.8,1.078,12,33.33
2869,Delhi,Agra,Delhi -> Agra,230,2,Non-AC Sleeper,32,300.0,2026-01-26,Monday,2026-01-06,20,True,0.85,0.9,20,62.5
2870,Chennai,Madurai,Chennai -> Madurai,460,2,AC Seater,43,810.0,2025-09-05,Friday,2025-08-12,24,False,1.15,1.036,24,55.81
2871,Delhi,Agra,Delhi -> Agra,230,2,Non-AC Sleeper,34,330.0,2026-02-28,Saturday,2026-01-15,44,False,1.25,0.99,31,91.18
2872,Kochi,Bangalore,Kochi -> Bangalore,550,3,Non-AC Seater,54,500.0,2026-02-28,Saturday,2026-02-14,14,False,1.25,0.866,30,55.56
2873,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,AC Sleeper,33,1430.0,2025-12-16,Tuesday,2025-11-18,28,False,0.8,1.091,13,39.39
2874,Pune,Nashik,Pune -> Nashik,210,3,AC Sleeper,28,470.0,2026-04-11,Saturday,2026-03-05,37,False,1.25,0.973,16,57.14
2875,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,Volvo AC Semi-Sleeper,41,1020.0,2026-05-22,Friday,2026-04-08,44,False,1.15,0.995,31,75.61
2876,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,Non-AC Sleeper,30,770.0,2026-03-02,Monday,2026-01-18,43,True,0.85,1.011,19,63.33
2877,Mumbai,Goa,Mumbai -> Goa,590,2,AC Seater,41,940.0,2026-06-16,Tuesday,2026-05-24,23,False,0.8,0.937,17,41.46
2878,Mumbai,Goa,Mumbai -> Goa,590,2,AC Sleeper,31,1500.0,2025-12-23,Tuesday,2025-11-30,23,True,0.8,1.105,19,61.29
2879,Bangalore,Goa,Bangalore -> Goa,560,3,Volvo AC Semi-Sleeper,40,1220.0,2025-09-26,Friday,2025-09-05,21,False,1.15,1.063,17,42.5
2880,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,Non-AC Sleeper,31,420.0,2026-02-21,Saturday,2026-01-16,36,False,1.25,1.053,29,93.55
2881,Bangalore,Goa,Bangalore -> Goa,560,3,Non-AC Sleeper,36,750.0,2025-10-15,Wednesday,2025-09-29,16,False,0.82,0.924,11,30.56
2882,Kolkata,Digha,Kolkata -> Digha,185,3,Non-AC Seater,53,210.0,2026-01-30,Friday,2025-12-25,36,False,1.15,1.081,30,56.6
2883,Surat,Mumbai,Surat -> Mumbai,285,2,Volvo AC Semi-Sleeper,41,580.0,2025-09-24,Wednesday,2025-08-20,35,False,0.82,0.993,25,60.98
2884,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,AC Sleeper,28,520.0,2026-01-28,Wednesday,2025-12-25,34,True,0.82,0.904,22,78.57
2885,Mumbai,Goa,Mumbai -> Goa,590,2,Volvo AC Semi-Sleeper,39,1070.0,2026-03-08,Sunday,2026-01-26,41,False,1.1,0.885,32,82.05
2886,Kochi,Bangalore,Kochi -> Bangalore,550,3,Volvo AC Semi-Sleeper,38,1050.0,2025-12-29,Monday,2025-11-14,45,False,0.85,0.931,19,50.0
2887,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,AC Sleeper,30,990.0,2026-06-08,Monday,2026-04-29,40,False,0.85,1.076,12,40.0
2888,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,Non-AC Seater,50,250.0,2025-09-27,Saturday,2025-08-14,44,False,1.25,0.952,42,84.0
2889,Chennai,Madurai,Chennai -> Madurai,460,2,Volvo AC Semi-Sleeper,39,910.0,2025-11-28,Friday,2025-10-31,28,False,1.15,0.965,31,79.49
2890,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,Volvo AC Semi-Sleeper,39,1270.0,2025-12-24,Wednesday,2025-12-10,14,True,0.82,1.087,21,53.85
2891,Mumbai,Pune,Mumbai -> Pune,150,1,Non-AC Sleeper,34,220.0,2026-06-10,Wednesday,2026-05-18,23,False,0.82,1.011,24,70.59
2892,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,Non-AC Sleeper,32,660.0,2026-01-21,Wednesday,2025-12-31,21,False,0.82,0.91,15,46.88
2893,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,Non-AC Seater,48,350.0,2025-09-12,Friday,2025-08-22,21,False,1.15,0.913,38,79.17
2894,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,AC Seater,40,1070.0,2026-03-11,Wednesday,2026-02-22,17,False,0.82,1.104,16,40.0
2895,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,AC Seater,45,880.0,2026-05-20,Wednesday,2026-04-21,29,False,0.82,0.908,26,57.78
2896,Chennai,Madurai,Chennai -> Madurai,460,2,AC Sleeper,33,1070.0,2025-10-27,Monday,2025-10-07,20,False,0.85,1.011,16,48.48
2897,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,AC Sleeper,31,1260.0,2026-03-15,Sunday,2026-01-30,44,False,1.1,0.961,30,96.77
2898,Mumbai,Nashik,Mumbai -> Nashik,170,2,Volvo AC Semi-Sleeper,38,380.0,2026-03-16,Monday,2026-02-20,24,False,0.85,1.09,23,60.53
2899,Surat,Mumbai,Surat -> Mumbai,285,2,Non-AC Seater,54,340.0,2026-01-20,Tuesday,2025-12-13,38,False,0.8,1.136,19,35.19
2900,Mumbai,Pune,Mumbai -> Pune,150,1,Non-AC Seater,48,150.0,2026-03-30,Monday,2026-02-23,35,False,0.85,0.952,27,56.25
2901,Mumbai,Pune,Mumbai -> Pune,150,1,Non-AC Sleeper,35,200.0,2026-05-26,Tuesday,2026-05-08,18,False,0.8,0.92,14,40.0
2902,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,Non-AC Sleeper,32,510.0,2025-11-05,Wednesday,2025-10-07,29,False,0.82,0.964,19,59.38
2903,Mumbai,Nashik,Mumbai -> Nashik,170,2,AC Sleeper,30,420.0,2025-11-14,Friday,2025-10-27,18,False,1.15,1.074,21,70.0
2904,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,Non-AC Seater,53,250.0,2026-01-17,Saturday,2025-12-17,31,False,1.25,0.952,49,92.45
2905,Mumbai,Pune,Mumbai -> Pune,150,1,Non-AC Seater,55,180.0,2026-06-14,Sunday,2026-05-17,28,False,1.1,1.143,53,96.36
2906,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,Volvo AC Semi-Sleeper,42,980.0,2025-12-13,Saturday,2025-11-13,30,False,1.25,0.911,41,97.62
2907,Kolkata,Digha,Kolkata -> Digha,185,3,AC Seater,44,290.0,2026-05-23,Saturday,2026-05-02,21,False,1.25,0.922,21,47.73
2908,Pune,Kolhapur,Pune -> Kolhapur,230,2,AC Sleeper,32,470.0,2026-01-21,Wednesday,2025-12-15,37,False,0.82,0.888,21,65.62
2909,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,AC Seater,43,920.0,2026-03-09,Monday,2026-02-13,24,False,0.85,1.082,19,44.19
2910,Delhi,Jaipur,Delhi -> Jaipur,280,1,Volvo AC Semi-Sleeper,39,510.0,2025-12-03,Wednesday,2025-11-18,15,False,0.82,0.889,29,74.36
2911,Delhi,Dehradun,Delhi -> Dehradun,250,2,Non-AC Seater,54,250.0,2026-02-10,Tuesday,2026-01-16,25,False,0.8,0.952,24,44.44
2912,Bangalore,Chennai,Bangalore -> Chennai,350,1,Non-AC Sleeper,31,550.0,2026-03-15,Sunday,2026-02-26,17,False,1.1,1.084,23,74.19
2913,Delhi,Jaipur,Delhi -> Jaipur,280,1,AC Seater,41,420.0,2026-01-05,Monday,2025-12-11,25,False,0.85,0.882,31,75.61
2914,Kolkata,Digha,Kolkata -> Digha,185,3,AC Seater,40,330.0,2026-06-28,Sunday,2026-05-25,34,False,1.1,1.049,26,65.0
2915,Mumbai,Nashik,Mumbai -> Nashik,170,2,Volvo AC Semi-Sleeper,41,370.0,2026-03-05,Thursday,2026-02-12,21,True,0.95,1.062,30,73.17
2916,Bangalore,Mysore,Bangalore -> Mysore,145,1,Non-AC Sleeper,33,220.0,2025-09-04,Thursday,2025-08-03,32,False,0.95,1.046,18,54.55
2917,Mumbai,Pune,Mumbai -> Pune,150,1,Non-AC Sleeper,32,210.0,2025-10-08,Wednesday,2025-09-23,15,False,0.82,0.966,20,62.5
2918,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,AC Sleeper,28,820.0,2026-05-16,Saturday,2026-05-02,14,False,1.25,0.977,19,67.86
2919,Mumbai,Pune,Mumbai -> Pune,150,1,Non-AC Sleeper,31,220.0,2026-03-23,Monday,2026-03-08,15,False,0.85,1.011,13,41.94
2920,Delhi,Agra,Delhi -> Agra,230,2,Non-AC Sleeper,30,300.0,2025-08-15,Friday,2025-07-10,36,True,1.15,0.9,30,100.0
2921,Bangalore,Mysore,Bangalore -> Mysore,145,1,Volvo AC Semi-Sleeper,39,310.0,2026-03-27,Friday,2026-02-15,40,False,1.15,1.043,39,100.0
2922,Delhi,Agra,Delhi -> Agra,230,2,AC Sleeper,33,560.0,2026-05-08,Friday,2026-04-01,37,False,1.15,1.059,30,90.91
2923,Delhi,Jaipur,Delhi -> Jaipur,280,1,Non-AC Seater,51,280.0,2025-08-22,Friday,2025-07-25,28,False,1.15,0.952,41,80.39
2924,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,Volvo AC Semi-Sleeper,41,540.0,2026-03-26,Thursday,2026-03-04,22,False,0.95,0.958,15,36.59
2925,Surat,Mumbai,Surat -> Mumbai,285,2,AC Sleeper,32,710.0,2025-10-23,Thursday,2025-10-07,16,True,0.95,1.083,21,65.62
2926,Pune,Nashik,Pune -> Nashik,210,3,Non-AC Sleeper,32,300.0,2026-06-28,Sunday,2026-06-05,23,False,1.1,0.985,15,46.88
2927,Bangalore,Goa,Bangalore -> Goa,560,3,Non-AC Seater,50,560.0,2025-10-18,Saturday,2025-09-28,20,True,1.25,0.952,40,80.0
2928,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,Non-AC Sleeper,35,750.0,2026-05-08,Friday,2026-04-12,26,False,1.15,0.907,34,97.14
2929,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,Non-AC Seater,53,600.0,2026-06-06,Saturday,2026-05-20,17,False,1.25,1.088,29,54.72
2930,Kochi,Bangalore,Kochi -> Bangalore,550,3,AC Sleeper,34,1200.0,2025-12-17,Wednesday,2025-11-11,36,False,0.82,0.949,12,35.29
2931,Pune,Nashik,Pune -> Nashik,210,3,AC Seater,40,350.0,2026-05-23,Saturday,2026-04-25,28,False,1.25,0.98,16,40.0
2932,Bangalore,Goa,Bangalore -> Goa,560,3,AC Sleeper,34,1400.0,2025-09-06,Saturday,2025-07-24,44,False,1.25,1.087,22,64.71
2933,Mumbai,Goa,Mumbai -> Goa,590,2,Non-AC Seater,48,580.0,2025-10-21,Tuesday,2025-09-12,39,True,0.8,0.936,31,64.58
2934,Bangalore,Mysore,Bangalore -> Mysore,145,1,Non-AC Seater,52,140.0,2026-01-20,Tuesday,2025-12-12,39,False,0.8,0.92,43,82.69
2935,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,AC Seater,44,1050.0,2026-03-20,Friday,2026-02-08,40,False,1.15,1.084,34,77.27
2936,Delhi,Jaipur,Delhi -> Jaipur,280,1,AC Seater,42,440.0,2025-11-10,Monday,2025-10-23,18,False,0.85,0.924,39,92.86
2937,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,AC Sleeper,28,510.0,2026-01-04,Sunday,2025-11-25,40,False,1.1,0.887,27,96.43
2938,Kochi,Bangalore,Kochi -> Bangalore,550,3,AC Sleeper,32,1380.0,2026-04-19,Sunday,2026-03-22,28,False,1.1,1.091,12,37.5
2939,Delhi,Agra,Delhi -> Agra,230,2,Volvo AC Semi-Sleeper,41,440.0,2025-10-06,Monday,2025-09-12,24,False,0.85,0.933,20,48.78
2940,Surat,Mumbai,Surat -> Mumbai,285,2,Non-AC Seater,56,300.0,2026-01-23,Friday,2026-01-05,18,False,1.15,1.003,33,58.93
2941,Pune,Nashik,Pune -> Nashik,210,3,AC Seater,40,390.0,2026-04-09,Thursday,2026-02-27,41,False,0.95,1.092,19,47.5
2942,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,Volvo AC Semi-Sleeper,38,780.0,2026-01-03,Saturday,2025-11-27,37,True,1.25,1.042,38,100.0
2943,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,Non-AC Sleeper,31,420.0,2026-02-11,Wednesday,2026-01-02,40,False,0.82,1.093,25,80.65
2944,Bangalore,Chennai,Bangalore -> Chennai,350,1,AC Seater,43,610.0,2026-06-04,Thursday,2026-05-04,31,False,0.95,1.025,33,76.74
2945,Bangalore,Coimbatore,Bangalore -> Coimbatore,365,2,Volvo AC Semi-Sleeper,40,750.0,2026-02-18,Wednesday,2026-01-22,27,False,0.82,1.002,26,65.0
2946,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,AC Seater,44,390.0,2025-08-20,Wednesday,2025-08-06,14,False,0.82,0.918,18,40.91
2947,Bangalore,Mysore,Bangalore -> Mysore,145,1,Non-AC Sleeper,34,230.0,2026-02-07,Saturday,2026-01-17,21,False,1.25,1.094,24,70.59
2948,Delhi,Agra,Delhi -> Agra,230,2,Non-AC Seater,55,230.0,2025-09-15,Monday,2025-08-16,30,False,0.85,0.952,36,65.45
2949,Bangalore,Goa,Bangalore -> Goa,560,3,Volvo AC Semi-Sleeper,38,1230.0,2025-12-17,Wednesday,2025-11-09,38,False,0.82,1.071,16,42.11
2950,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,Volvo AC Semi-Sleeper,39,570.0,2025-11-25,Tuesday,2025-11-05,20,False,0.8,1.011,21,53.85
2951,Hyderabad,Vijayawada,Hyderabad -> Vijayawada,275,2,Non-AC Seater,54,260.0,2025-10-18,Saturday,2025-09-20,28,True,1.25,0.9,51,94.44
2952,Bangalore,Goa,Bangalore -> Goa,560,3,Non-AC Seater,55,570.0,2025-08-20,Wednesday,2025-07-10,41,False,0.82,0.969,20,36.36
2953,Delhi,Agra,Delhi -> Agra,230,2,Non-AC Sleeper,34,310.0,2025-08-03,Sunday,2025-06-30,34,False,1.1,0.93,24,70.59
2954,Kolkata,Digha,Kolkata -> Digha,185,3,Non-AC Sleeper,34,290.0,2025-08-13,Wednesday,2025-07-21,23,True,0.82,1.081,12,35.29
2955,Bangalore,Chennai,Bangalore -> Chennai,350,1,AC Sleeper,31,900.0,2026-04-15,Wednesday,2026-03-08,38,True,0.82,1.118,20,64.52
2956,Mumbai,Pune,Mumbai -> Pune,150,1,Volvo AC Semi-Sleeper,42,300.0,2026-06-20,Saturday,2026-05-11,40,False,1.25,0.976,39,92.86
2957,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,Non-AC Sleeper,30,700.0,2026-02-05,Thursday,2026-01-13,23,False,0.95,0.966,20,66.67
2958,Ahmedabad,Mumbai,Ahmedabad -> Mumbai,525,2,Non-AC Sleeper,31,760.0,2025-10-26,Sunday,2025-09-25,31,False,1.1,0.998,21,67.74
2959,Ahmedabad,Surat,Ahmedabad -> Surat,265,1,AC Sleeper,29,640.0,2026-01-05,Monday,2025-11-28,38,False,0.85,1.05,19,65.52
2960,Chennai,Madurai,Chennai -> Madurai,460,2,AC Seater,43,810.0,2026-05-26,Tuesday,2026-04-20,36,False,0.8,1.036,29,67.44
2961,Bangalore,Mysore,Bangalore -> Mysore,145,1,Volvo AC Semi-Sleeper,40,280.0,2026-01-28,Wednesday,2025-12-21,38,True,0.82,0.942,37,92.5
2962,Delhi,Chandigarh,Delhi -> Chandigarh,250,2,Non-AC Sleeper,30,340.0,2026-05-26,Tuesday,2026-04-17,39,False,0.8,0.938,15,50.0
2963,Bangalore,Goa,Bangalore -> Goa,560,3,Non-AC Sleeper,30,890.0,2026-01-13,Tuesday,2025-12-10,34,True,0.8,1.096,14,46.67
2964,Pune,Kolhapur,Pune -> Kolhapur,230,2,Volvo AC Semi-Sleeper,38,430.0,2025-08-19,Tuesday,2025-07-29,21,False,0.8,0.912,19,50.0
2965,Bangalore,Hyderabad,Bangalore -> Hyderabad,570,2,AC Sleeper,34,1330.0,2026-04-16,Thursday,2026-03-22,25,True,0.95,1.014,28,82.35
2966,Bangalore,Chennai,Bangalore -> Chennai,350,1,Volvo AC Semi-Sleeper,40,630.0,2025-12-31,Wednesday,2025-11-26,35,True,0.82,0.878,40,100.0
2967,Chennai,Madurai,Chennai -> Madurai,460,2,AC Sleeper,33,1150.0,2025-08-08,Friday,2025-07-12,27,False,1.15,1.087,20,60.61
2968,Jaipur,Udaipur,Jaipur -> Udaipur,400,3,Non-AC Seater,50,440.0,2026-05-13,Wednesday,2026-04-10,33,False,0.82,1.048,18,36.0
2969,Delhi,Agra,Delhi -> Agra,230,2,Non-AC Seater,56,250.0,2025-10-04,Saturday,2025-08-24,41,True,1.25,1.035,56,100.0
2970,Kolkata,Digha,Kolkata -> Digha,185,3,Non-AC Sleeper,34,270.0,2026-03-13,Friday,2026-02-07,34,False,1.15,1.007,17,50.0
2971,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,Non-AC Sleeper,31,810.0,2025-08-19,Tuesday,2025-07-17,33,False,0.8,0.98,19,61.29
2972,Surat,Mumbai,Surat -> Mumbai,285,2,AC Sleeper,33,730.0,2026-06-09,Tuesday,2026-05-22,18,False,0.8,1.114,11,33.33
2973,Delhi,Jaipur,Delhi -> Jaipur,280,1,Non-AC Sleeper,36,380.0,2026-02-11,Wednesday,2026-01-24,18,False,0.82,0.936,19,52.78
2974,Pune,Kolhapur,Pune -> Kolhapur,230,2,Non-AC Seater,55,250.0,2026-06-29,Monday,2026-05-26,34,False,0.85,1.035,24,43.64
2975,Chennai,Coimbatore,Chennai -> Coimbatore,500,2,AC Seater,44,750.0,2026-01-16,Friday,2025-12-28,19,True,1.15,0.882,33,75.0
2976,Mumbai,Shirdi,Mumbai -> Shirdi,250,2,AC Sleeper,31,550.0,2026-02-19,Thursday,2026-01-06,44,False,0.95,0.957,16,51.61
2977,Kochi,Bangalore,Kochi -> Bangalore,550,3,Non-AC Sleeper,34,720.0,2025-08-28,Thursday,2025-08-04,24,True,0.95,0.903,20,58.82
2978,Delhi,Dehradun,Delhi -> Dehradun,250,2,Volvo AC Semi-Sleeper,38,470.0,2025-08-17,Sunday,2025-07-21,27,True,1.1,0.917,35,92.11
2979,Hyderabad,Bangalore,Hyderabad -> Bangalore,570,2,AC Seater,45,970.0,2026-02-22,Sunday,2026-01-25,28,False,1.1,1.001,31,68.89
2980,Mumbai,Goa,Mumbai -> Goa,590,2,AC Sleeper,33,1330.0,2026-05-31,Sunday,2026-04-28,33,False,1.1,0.98,26,78.79
